survey,question_concept_id,question,answer_concept_id,answer,answer_numeric,answer_text
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,40192408,Disagree,3,Disagree
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,40192408,Disagree,3,Disagree
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192398,How often do you feel left out?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,40192408,Disagree,3,Disagree
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192484,Most days,3,Most days
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,40192455,Agree,3,Agree
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,40192524,Neutral (neither agree nor disagree),3,Neutral (neither agree nor disagree)
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192484,Most days,3,Most days
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,40192524,Neutral (neither agree nor disagree),3,Neutral (neither agree nor disagree)
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192484,Most days,3,Most days
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,40192408,Disagree,3,Disagree
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,40192472,Mix of single-family residences and townhouses,3,Mix of single-family residences and townhouses
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,40192524,Neutral (neither agree nor disagree),3,Neutral (neither agree nor disagree)
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,706065,Once a week,3,Once a week
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192484,Most days,3,Most days
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192484,Most days,3,Most days
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,40192527,Somewhat disagree,3,Somewhat disagree
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,40192455,Agree,3,Agree
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192484,Most days,3,Most days
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,40192524,Neutral (neither agree nor disagree),3,Neutral (neither agree nor disagree)
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,40192455,Agree,3,Agree
Social Determinants of Health,40192501,How often do you feel isolated from others?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,40192481,Rarely,3,Rarely
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192507,How often do you feel lack companionship?,40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,40192481,Rarely,3,Rarely
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,40192455,Agree,3,Agree
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",40192429,Sometimes,3,Sometimes
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,40192486,Some of the time,3,Some of the time
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",40192405,Not well,3,Not well
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,40192482,Often,4,Often
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,40192482,Often,4,Often
Social Determinants of Health,40192398,How often do you feel left out?,40192482,Often,4,Often
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192513,Some days,4,Some days
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,40192455,Agree,4,Agree
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192513,Some days,4,Some days
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,40192455,Agree,4,Agree
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",40192430,Almost Never,4,Almost Never
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192513,Some days,4,Some days
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",40192430,Almost Never,4,Almost Never
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",40192430,Almost Never,4,Almost Never
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,40192433,Apartments or condos of 4-12 stories,4,Apartments or condos of 4-12 stories
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,40192455,Agree,4,Agree
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,706064,More than once a week,4,More than once a week
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192513,Some days,4,Some days
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192513,Some days,4,Some days
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,40192422,Strongly disagree,4,Strongly disagree
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,40192482,Often,4,Often
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192513,Some days,4,Some days
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,40192455,Agree,4,Agree
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192501,How often do you feel isolated from others?,40192482,Often,4,Often
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,40192465,Never,4,Never
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",40192477,Fairly Often,4,Fairly Often
Social Determinants of Health,40192507,How often do you feel lack companionship?,40192482,Often,4,Often
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,40192465,Never,4,Never
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192391,At least once a week,4,At least once a week
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,40192514,Strongly agree,4,Strongly agree
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",40192430,Almost Never,4,Almost Never
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,40192382,Most of the time,4,Most of the time
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",40192387,Not at all,4,Not at all
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",40192424,Very Often,5,Very Often
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",40192424,Very Often,5,Very Often
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,40192514,Strongly agree,5,Strongly agree
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,40192514,Strongly agree,5,Strongly agree
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",40192465,Never,5,Never
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",40192465,Never,5,Never
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",40192465,Never,5,Never
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",40192424,Very Often,5,Very Often
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,40192409,Apartments or condos of more than 12 stories,5,Apartments or condos of more than 12 stories
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",40192424,Very Often,5,Very Often
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,40192514,Strongly agree,5,Strongly agree
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",40192424,Very Often,5,Very Often
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192459,Once in a while,5,Once in a while
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,40192514,Strongly agree,5,Strongly agree
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,40192515,Always,5,Always
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",40192424,Very Often,5,Very Often
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192421,Almost everyday,5,Almost everyday
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",40192465,Never,5,Never
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,40192521,All of the time,5,All of the time
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192509,Never or almost never,6,Never or almost never
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192509,Never or almost never,6,Never or almost never
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192509,Never or almost never,6,Never or almost never
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192509,Never or almost never,6,Never or almost never
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192509,Never or almost never,6,Never or almost never
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192509,Never or almost never,6,Never or almost never
