"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"39233J5N","journalArticle","2007","Gradman, Alan H.; Traub, Darren","The efficacy of aliskiren, a direct renin inhibitor, in the treatment of hypertension.","Reviews in cardiovascular medicine","","1530-6550","","","Aliskiren is a potent, highly specific renin inhibitor with better oral bioavailability than earlier renin inhibitors and a long plasma half-life that  makes it suitable for once-daily dosing. The efficacy and safety of aliskiren in  treating hypertension has been studied in clinical trials both as monotherapy,  comparing it with existing antihypertensive therapies, and in combination with  other antihypertensive agents, including the diuretic hydrochlorothiazide, the  angiotensin-converting enzyme inhibitor ramipril, and the calcium channel blocker  amlodipine. From the extensive database acquired to date, it is clear that  aliskiren is an effective antihypertensive agent, with once-daily administration  resulting in dose-dependent systolic and diastolic blood pressure reductions.  Combinations with existing antihypertensives are producing promising additional  blood pressure-lowering effects.","2007","2024-04-17 08:32:24","2024-04-17 08:32:24","","S22-30","","","8 Suppl 2","","Rev Cardiovasc Med","","","","","","","","eng","","","","","","","Place: Singapore PMID: 17401313","","","","Humans; Administration, Oral; Dose-Response Relationship, Drug; Treatment Outcome; Blood Pressure/drug effects; Antihypertensive Agents/administration & dosage/pharmacokinetics/*therapeutic use; Amides/administration & dosage/pharmacokinetics/*therapeutic use; Fumarates/administration & dosage/pharmacokinetics/*therapeutic use; Hypertension/blood/*drug therapy/physiopathology; Renin/*antagonists & inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWKMAJDD","journalArticle","2013","Magiera, Sylwia","Fast, simultaneous quantification of three novel cardiac drugs in human urine by MEPS-UHPLC-MS/MS for therapeutic drug monitoring.","Journal of chromatography. B, Analytical technologies in the biomedical and life sciences","","1873-376X 1570-0232","10.1016/j.jchromb.2013.09.001","","A sensitive and selective ultra-high performance liquid chromatography coupled to tandem mass spectrometry (UHPLC-MS/MS) method was developed for the fast,  simultaneous quantification of three novel cardiac drugs (aliskiren, prasugrel  and rivaroxaban) in human urine. Sample preparation was performed with  microextraction with packed sorbent (MEPS), which is a miniaturization of solid  phase extraction. The optimal conditions for MEPS extraction were obtained using  C8 sorbent, small sample volumes and a short time period (about 3min for the  entire sample preparation step). Chromatographic separation of the selected  compounds was achieved in less than 1.5min on a Zorbax Rapid Resolution High  Definition SB-C18 column using isocratic elution with 0.1% formic acid and  acetonitrile (70:30, v/v) at a flow rate of 0.8mLmin(-1). The detection was  performed on a triple quadrupole tandem mass spectrometer by multiple reaction  monitoring via an electrospray ionization source with positive ionization mode.  The method was fully validated according to the latest recommendations of  international guidelines. The lower limit of quantification was 5.0pgmL(-1) for  aliskiren and rivaroxaban and 0.5pgmL(-1) for prasugrel. The intra- and inter-day  precision was within 7.12% and the accuracy ranged from -7.54% to 4.17%. The mean  extraction recoveries of the MEPSC8 methodology were found to be 98.3% for  aliskiren, 100.3% for rivaroxaban and 99.9% for prasugrel. This  MEPSC8-UHPLC-MS/MS method offers a fast, simple and precise way to determine  selected novel cardiac drugs in human urine that could be applied to therapeutic  drug monitoring and pharmacokinetic studies.","2013-11-01","2024-04-17 08:32:24","2024-04-17 08:32:24","","86-95","","","938","","J Chromatogr B Analyt Technol Biomed Life Sci","","","","","","","","eng","Copyright © 2013 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 24076522","","","","Humans; Reproducibility of Results; Hydrogen-Ion Concentration; Drug Stability; Sensitivity and Specificity; Tandem Mass Spectrometry/*methods; Regression Analysis; Drugs; Chromatography, High Pressure Liquid/*methods; Liquid chromatography; Mass spectrometry; Drug Monitoring/*methods; Cardiovascular Agents/chemistry/*urine; Method validation; Microextraction by packed sorbent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5YBIFEL","journalArticle","2008","Hong, Y.; Dingemanse, J.; Mager, D. E.","Pharmacokinetic/pharmacodynamic modeling of renin biomarkers in subjects treated with the renin inhibitor aliskiren.","Clinical pharmacology and therapeutics","","1532-6535 0009-9236","10.1038/sj.clpt.6100495","","A semimechanistic pharmacokinetic/pharmacodynamic (PK/PD) model was developed to evaluate the effects of aliskiren on the renin-angiotensin system (RAS) in  humans. Mean data were extracted from a three-way crossover, placebo-controlled  study. Outcome measures included the time-course of plasma renin activity (PRA)  and plasma concentrations of aliskiren, active renin (AR), angiotensin I (ANG I),  and angiotensin II (ANG II). The disposition of aliskiren may be best described  as a two-compartment model with nonlinear elimination and distribution. The four  biomarkers of RAS inhibition were co-modeled, and the AR showed a dose-dependent  increase after the administration of aliskiren. This effect was described in  terms of an indirect stimulatory response model in conjunction with an empirical  submodel of functional adaptation. The estimated concentration of aliskiren  necessary for producing 50% inhibition of PRA is 0.66 ng/ml, which is similar to  in vitro estimates (0.33 ng/ml) after correction for plasma protein binding. The  final and reduced models test the current hypothesis that RAS is inhibited by  direct renin antagonism, and also provide suitable platforms for future clinical  study design and analysis.","2008-07","2024-04-17 08:32:24","2024-04-17 08:32:24","","136-143","","1","84","","Clin Pharmacol Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 18288088","","","","Humans; Male; Dose-Response Relationship, Drug; Cross-Over Studies; Biomarkers/blood; *Models, Biological; Renin-Angiotensin System/drug effects/physiology; Controlled Clinical Trials as Topic/methods; Amides/blood/*pharmacokinetics/*pharmacology; Fumarates/blood/*pharmacokinetics/*pharmacology; Renin/*antagonists & inhibitors/blood/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYYF5SJU","journalArticle","2006","Kang, Jung Julie; Toma, Ildikó; Sipos, Arnold; McCulloch, Fiona; Peti-Peterdi, János","Imaging the renin-angiotensin system: an important target of anti-hypertensive therapy.","Advanced drug delivery reviews","","0169-409X","10.1016/j.addr.2006.07.006","","Multiphoton fluorescence microscopy allows visualization, manipulation, and quantification of the structure-function relationships between pharmacological  interventions and their physiological effects. The application of these methods  to live animals permits direct observation of acute physical responses that lack  chemically detectable signals in the blood or urine and would otherwise remain  unknown. With the use of special fluorescent dyes, chemical/hormonal responses  may also be detected. The delivery and site-specific effects of drugs can be  monitored in real-time. The capacity to simultaneously visualize both proximal  and distal segments of the nephron permits observation of the dynamic processes  within the living kidney and a quantitative assessment of the various operations.  Consequently, a clinically valuable and pending application for multi-photon  microscopy will be to provide real-time, quantitative imaging of basic organ  functions and their responses to therapeutic intervention. Imaging of the  intra-renal renin content and enzymatic activity of renin in situ and in  real-time is a new, more informative measure of RAS activity. Direct  visualization of the molecular and cellular components of renin release signals  and the interactions between the vascular endothelium, tubular epithelium, local  mediators, and the renin producing cells provides great insight for drug  development. Examples of how the effects of various RAS inhibitors can be  visualized in the intact kidney are provided: including angiotensin converting  enzyme inhibition (captopril), angiotensin II type 1 receptor blockade  (olmesartan), and renin inhibition (aliskiren). The site-specific actions of  diuretics, like furosemide, have also been visualized. Quantitative imaging of  basic renal functions in health and disease can provide key information to assess  the delivery and effects of pharmaceutical interventions.","2006-09-15","2024-04-17 08:32:24","2024-04-17 08:32:24","","824-833","","7","58","","Adv Drug Deliv Rev","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 16979787","","","","Animals; Antihypertensive Agents/*pharmacokinetics; Renin/metabolism; Kidney/drug effects/physiology/physiopathology; Renin-Angiotensin System/drug effects/*physiology; Hypertension, Renal/physiopathology; Microscopy, Fluorescence, Multiphoton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLGCAK59","journalArticle","2013","Burckhardt, Bjoern B.; Ramusovic, Sergej; Tins, Jutta; Laeer, Stephanie","Determination of aliskiren in human serum quantities by HPLC-tandem mass spectrometry appropriate for pediatric trials.","Biomedical chromatography : BMC","","1099-0801 0269-3879","10.1002/bmc.2815","","The orally active direct renin inhibitor aliskiren is approved for the treatment of essential hypertension in adults. Analytical methods utilized in clinical  studies on efficacy and safety have not been fully described in the literature  but need a large sample volume ranging from 200 to 700 μL, rendering them  unsuitable particularly for pediatric applications. In the assay presented only  100 μL of serum is needed for mixed-mode solid-phase extraction. The  chromatographic separation was performed on Xselect(TM) C18 CSH columns with  mobile phase consisting of methanol-water-formic acid (75:25:0.005, v/v/v) and a  flow rate of 0.4 mL/min. Running in positive electrospray ionization and multiple  reaction monitoring the mass spectrometer was set to analyze precursor ion  552.2 m/z [M + H](+) to product ion 436.2 m/z during a total run time of 5 min.  The method covers a linear calibration range of 0.146-1200 ng/mL. Intra-run and  inter-run precisions were 0.4-7.2 and 0.6-12.9%. Mean recovery was at least 89%.  Selectivity, accuracy and stability results comply with current European  Medicines Agency and Food and Drug Administration guidelines. This successfully  validated LC-MS/MS method with a wide linear calibration range requiring small  serum amounts is suitable for pharmacokinetic investigations of aliskiren in  pediatrics, adults and the elderly.","2013-04","2024-04-17 08:32:24","2024-04-17 08:32:24","","477-486","","4","27","","Biomed Chromatogr","","","","","","","","eng","Copyright © 2012 John Wiley & Sons, Ltd.","","","","","","Place: England PMID: 23055424","","","","Adult; Humans; Male; Child; Tandem Mass Spectrometry/*methods; Limit of Detection; Chromatography, High Pressure Liquid/*methods; Spectrometry, Mass, Electrospray Ionization/methods; Antihypertensive Agents/*blood; Renin/*antagonists & inhibitors; Solid Phase Extraction/methods; Amides/*blood; Fumarates/*blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVDL2BQN","journalArticle","2009","Ram, C. Venkata S.","Direct inhibition of renin: a physiological approach to treat hypertension and cardiovascular disease.","Future cardiology","","1744-8298 1479-6678","10.2217/fca.09.31","","Despite the last three decades of progress in improving cardiovascular outcomes via renin-angiotensin-aldosterone system (RAAS) blockade in hypertensive  patients, substantial residual morbidity/mortality remains. Attempts to improve  clinical outcomes by combining angiotensin-converting enzyme inhibitors and  angiotensin receptor blockers have yielded mixed results. Adverse effects of RAAS  blockade with angiotensin-converting enzyme inhibitors and angiotensin receptor  blockers may relate to compensatory increases in plasma renin activity (PRA). The  first-in-class direct renin inhibitor, aliskiren, blocks the RAAS at its  point-of-activation, suppressing PRA and attenuating increases associated with  other antihypertensives. Aliskiren (with or without other agents) provides  significant and prolonged blood pressure reductions in a broad range of  hypertensive patients and is well tolerated. Initial results from  organ-protection studies are promising. Long-term outcomes studies should yield  valuable information regarding the significance of direct renin inhibition in  clinical practice.","2009-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","453-465","","5","5","","Future Cardiol","","","","","","","","eng","","","","","","","Place: England PMID: 19715410","","","","Humans; Drug Therapy, Combination; Angiotensin-Converting Enzyme Inhibitors/therapeutic use; Cardiovascular Diseases/*drug therapy; Hypertension/*drug therapy; Renin-Angiotensin System/*drug effects; Renin/*antagonists & inhibitors; Antihypertensive Agents/adverse effects/*therapeutic use; Angiotensin II Type 1 Receptor Blockers/therapeutic use; Amides/pharmacokinetics/pharmacology/therapeutic use; Angiotensin II/drug effects; Fumarates/pharmacokinetics/pharmacology/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZN4BVXV","journalArticle","2010","Barrios, Vivencio; Escobar, Carlos","Aliskiren: a new drug for an old problem.","Cardiovascular & hematological agents in medicinal chemistry","","1875-6182 1871-5257","10.2174/187152510790796174","","The renin-angiotensin-aldosterone system plays a key role in the development of hypertension-related target organ damage. Nonetheless, compensatory increases in  plasma renin levels that lead to adjustments in angiotensin production and  conversion limit the potential benefits of both angiotensin converting enzyme  inhibitors and angiotensin receptor blockers. On the other hand, the ONTARGET  trial reported that the combination of two renin-angiotensin system inhibitors  was associated with more adverse events without an increase in benefit. Aliskiren  is a novel direct renin inhibitor with promising results. In this manuscript the  current evidence about aliskiren, alone or in combination, is analyzed.","2010-01","2024-04-17 08:32:24","2024-04-17 08:32:24","","1-10","","1","8","","Cardiovasc Hematol Agents Med Chem","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 20210772","","","","Humans; Clinical Trials as Topic; Drug Therapy, Combination; Antihypertensive Agents/pharmacokinetics/*therapeutic use; Hypertension/*drug therapy; Renin-Angiotensin System/*drug effects; Amides/pharmacokinetics/*therapeutic use; Fumarates/pharmacokinetics/*therapeutic use; Renin/*antagonists & inhibitors; Cardiovascular System/drug effects/pathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUEEMIT2","journalArticle","2016","Riede, Julia; Poller, Birk; Umehara, Ken-ichi; Huwyler, Jörg; Camenisch, Gian","New IVIVE method for the prediction of total human clearance and relative elimination pathway contributions from in vitro hepatocyte and microsome data.","European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences","","1879-0720 0928-0987","10.1016/j.ejps.2016.02.022","","Total human clearance is a key determinant for the pharmacokinetic behavior of drug candidates. Our group recently introduced the Extended Clearance Model (ECM)  as an accurate in vitro-in vivo extrapolation (IVIVE) method for the prediction  of hepatic clearance. Yet, knowledge about relative elimination pathway  contributions is needed in order to predict the total human clearance of drug  candidates. In the present work, a training set of 18 drug compounds was used to  describe the affiliations between in vitro sinusoidal uptake clearance and the  fractional contributions of hepatic (metabolic and biliary) or renal clearance to  overall in vivo elimination. By means of these quantitative relationships and  using a validation set of 10 diverse drug molecules covering different  (sub)classes of the Extended Clearance Concept Classification System (ECCCS), the  relative contributions of elimination pathways were calculated and demonstrated  to well correlate with human reference data. Likewise, ECM- and pathway-based  predictions of total clearances from both data sets demonstrated a strong  correlation with the observed clinical values with 26 out of 28 compounds within  a three-fold deviation. Hence, total human clearance and relative contributions  of elimination pathways were successfully predicted by the presented method using  solely hepatocyte and microsome in vitro data.","2016-04-30","2024-04-17 08:32:24","2024-04-17 08:32:24","","96-102","","","86","","Eur J Pharm Sci","","","","","","","","eng","Copyright © 2016 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 26948853","","","","Humans; Metabolic Clearance Rate; Kidney/metabolism; Pharmaceutical Preparations/*metabolism; *Models, Biological; Hepatocytes/*metabolism; Microsomes, Liver/*metabolism; Aliskiren (PubChem CID: 5493444); Atorvastatin (PubChem CID: 60823); Clearance prediction; Cyclosporine A (PubChem CID: 5284373); Digoxin (PubChem CID: 2724385); Extended Clearance Concept Classification System (ECCCS); Hepatic uptake; In vitro–in vivo extrapolation (IVIVE); Ketoconazole (PubChem CID: 47576); Pitavastatin (PubChem CID: 5282452); Pravastatin (PubChem CID: 54687); Quinidine (PubChem CID: 441074); Simvastatin acid (PubChem CID: 64718); Valsartan (PubChem CID: 60846)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBYY9F2I","journalArticle","2008","Spiller, Henry A.","Hypotension after ingestion of Aliskiren.","Clinical toxicology (Philadelphia, Pa.)","","1556-9519 1556-3650","10.1080/15563650701864778","","","2008-11","2024-04-17 08:32:24","2024-04-17 08:32:24","","916-917","","9","46","","Clin Toxicol (Phila)","","","","","","","","eng","","","","","","","Place: England PMID: 18608272","","","","Humans; Male; Time Factors; Follow-Up Studies; Blood Pressure/drug effects; Child; Hypotension/*chemically induced; Medication Errors; Amides/pharmacokinetics/*poisoning; Antihypertensive Agents/pharmacokinetics/*poisoning; Fumarates/pharmacokinetics/*poisoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXF3KWC8","journalArticle","2013","Belal, F.; Walash, M.; El-Enany, N.; Zayed, S.","Highly sensitive HPLC method for assay of aliskiren in human plasma through derivatization with 1-naphthyl isocyanate using UV detection.","Journal of chromatography. B, Analytical technologies in the biomedical and life sciences","","1873-376X 1570-0232","10.1016/j.jchromb.2013.06.004","","A simple and sensitive HPLC method has been developed for the determination of aliskiren in human plasma through derivatization with 1-naphthyl isocyanate. The  separation was achieved on a C18 column using a mobile phase consisting of  acetonitrile/water/phosphoric acid (45:55:0.01, v/v/v, pH 3.2) in a flow rate of  1mL/min with UV detection at 230nm. Caffeine was used as an internal standard.  The factors influencing the derivatization reaction yields were carefully studied  and optimized. The method was linear over the concentration range of 5-400ng/mL  with a detection limit of 0.5ng/mL and a limit of quantification of 1.0ng/mL. The  relative standard deviation was less than 4.2% for both intra-day assay and  inter-day assay results. No interferences from endogenous compounds were  encountered. The percentage recovery was in the range 97.1-98.6%. The method is  suitable for routine therapeutic drug monitoring and for pharmacokinetic studies.","2013-08-15","2024-04-17 08:32:24","2024-04-17 08:32:24","","24-29","","","933","","J Chromatogr B Analyt Technol Biomed Life Sci","","","","","","","","eng","Copyright © 2013 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 23872160","","","","Humans; Plasma; Drug Monitoring; Limit of Detection; Chromatography, High Pressure Liquid/*methods; Antihypertensive Agents/*blood; HPLC; Spectrophotometry, Ultraviolet/*methods; Amides/*blood; Fumarates/*blood; Aliskiren; Isocyanates/chemistry; Naphthalenes/chemistry; Naphthyl isocyanate derivatization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUNF5Y5C","journalArticle","2012","Virdis, Agostino; Grassi, Guido","Selective renin inhibition in obese hypertensive patients: perspectives from tissue penetration.","Journal of hypertension","","1473-5598 0263-6352","10.1097/HJH.0b013e32835014c4","","","2012-03","2024-04-17 08:32:24","2024-04-17 08:32:24","","470-471","","3","30","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 22317993","","","","Humans; Male; Female; Adipose Tissue/*metabolism; Muscle, Skeletal/*metabolism; Antihypertensive Agents/*pharmacokinetics; Amides/*pharmacokinetics; Hypertension/*drug therapy; Renin-Angiotensin System/*drug effects; Fumarates/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J59XX4SC","journalArticle","2011","St-Jacques, René; Toulmond, Sylvie; Auger, Anick; Binkert, Christoph; Cromlish, Wanda; Fischli, Walter; Harris, Jennifer; Hess, Patrick; Lan, Jie; Liu, Susana; Riendeau, Denis; Steiner, Beat; Percival, M. David","Characterization of a stable, hypertensive rat model suitable for the consecutive evaluation of human renin inhibitors.","Journal of the renin-angiotensin-aldosterone system : JRAAS","","1752-8976 1470-3203","10.1177/1470320310392618","","INTRODUCTION: The hypertensive double-transgenic (dTG) rat strain, expressing human renin and angiotensinogen, develops severe hypertension and organ damage  and 50% of individuals die by 7 weeks of age. Here, we characterise a variation  of this model in which animals present stable hypertension. MATERIALS AND  METHODS: The effect of renin-angiotensin system blockers on blood pressure was  determined with adult dTG rats treated with enalapril from 3 to 12 weeks of age.  Tissue expression levels of renin and angiotensinogen were determined in dTG rats  and rhesus monkeys by quantitative PCR. RESULTS: Upon withdrawal from enalapril,  mean arterial pressure (MAP) rose to 160-180 mmHg, with 95% of the female dTG  rats surviving for 6 to 12 months, In Sprague-Dawley (SD) rats and rhesus  monkeys, renin mRNA was absent or weakly expressed in most tissues, except for  the kidneys and adrenals. In dTG rats, human renin expression was high in many  additional tissues. The expression of human angiotensinogen in dTG rats followed  a similar tissue pattern to SD and rhesus monkey angiotensinogen. Oral dosing of  aliskiren, enalapril or losartan provided a similar maximal reduction in MAP and  duration of efficacy in telemetrised dTG rats. CONCLUSIONS: Enalapril-pretreated  dTG rats are suitable for long-term MAP monitoring and sequential evaluation of  human renin inhibitors.","2011-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","133-145","","3","12","","J Renin Angiotensin Aldosterone Syst","","","","","","","","eng","","","","","","","Place: England PMID: 21393355","","","","Humans; Female; Animals; Rats; Rats, Sprague-Dawley; Disease Models, Animal; Blood Pressure/drug effects; Heart Rate/drug effects; RNA, Messenger/genetics/metabolism; Macaca mulatta; Gene Expression Regulation/drug effects; Rats, Transgenic; Tissue Distribution/drug effects; Hypertension/*drug therapy/physiopathology; Amides/administration & dosage/pharmacology/therapeutic use; Angiotensinogen/genetics/metabolism; Enalapril/administration & dosage/*pharmacology/*therapeutic use; Fumarates/administration & dosage/pharmacology/therapeutic use; Renin/*antagonists & inhibitors/blood/genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3IN7L9D","journalArticle","2008","Pimenta, Eduardo; Oparil, Suzanne","Renin inhibitors: novel agents for renoprotection or a better angiotensin receptor blocker for blood pressure lowering?","Cardiology clinics","","1558-2264 0733-8651","10.1016/j.ccl.2008.06.003","","Aliskiren, the first in a new class of orally effective direct renin inhibitors (DRIs) was recently approved for the treatment of hypertension. In this review,  we discuss the history of the development of DRIs and available data regarding  the effects of DRIs in the treatment of hypertension and related target organ  damage.","2008-11","2024-04-17 08:32:24","2024-04-17 08:32:24","","527-535","","4","26","","Cardiol Clin","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 18929229","","","","Humans; Animals; Angiotensin-Converting Enzyme Inhibitors/pharmacology; Hypertension/*drug therapy/physiopathology; Renin/*antagonists & inhibitors; Angiotensin II Type 1 Receptor Blockers/pharmacology; Antihypertensive Agents/pharmacokinetics/pharmacology/*therapeutic use; Amides/pharmacokinetics/pharmacology/*therapeutic use; Fumarates/pharmacokinetics/pharmacology/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7WWSC6U","journalArticle","2007","Laustsen, Gary","Aliskiren (Tekturna) a new weapon to battle the silent killer.","The Nurse practitioner","","0361-1817","10.1097/01.NPR.0000279560.84161.87","","","2007-07","2024-04-17 08:32:24","2024-04-17 08:32:24","","6-7","","7","32","","Nurse Pract","","","","","","","","eng","","","","","","","Place: United States PMID: 17595578","","","","Humans; Hypertension/*drug therapy; Renin/*antagonists & inhibitors; Antihypertensive Agents/adverse effects/pharmacokinetics/*therapeutic use; Amides/adverse effects/pharmacokinetics/*therapeutic use; Fumarates/adverse effects/pharmacokinetics/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADKL3AU5","journalArticle","2007","Heinzl, Susanne","[Renin inhibitors. Aliskiren for the treatment of high blood pressure].","Medizinische Monatsschrift fur Pharmazeuten","","0342-9601","","","","2007-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","320-321","","9","30","","Med Monatsschr Pharm","","","","","","","","ger","","","","","","","Place: Germany PMID: 17912871","","","","Humans; Drug Interactions; Antihypertensive Agents/pharmacokinetics/*therapeutic use; Amides/pharmacokinetics/*therapeutic use; Fumarates/pharmacokinetics/*therapeutic use; Renin/*antagonists & inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K6SZP8C","journalArticle","2007","Oh, Byung-Hee; Mitchell, Jerry; Herron, James R.; Chung, Jenny; Khan, Mahmudul; Keefe, Deborah L.","Aliskiren, an oral renin inhibitor, provides dose-dependent efficacy and sustained 24-hour blood pressure control in patients with hypertension","Journal of the American College of Cardiology","","1558-3597","10.1016/j.jacc.2006.11.032","","OBJECTIVES: This dose-ranging study evaluated the antihypertensive efficacy and tolerability of aliskiren in patients with mild-to-moderate hypertension. BACKGROUND: Low blood pressure (BP) control rates among patients with hypertension indicate a need for improved treatment options. This study investigates aliskiren, the first in a new antihypertensive class called renin inhibitors. METHODS: Patients with mean sitting diastolic BP 95 to 109 mm Hg were randomized to aliskiren 150, 300, or 600 mg or placebo once daily for 8 weeks. Patients completing this treatment phase entered a 2-week treatment-free withdrawal period. Office BP was recorded at baseline, weeks 2, 4, 6, and 8 of treatment, and 4 days and 2 weeks after cessation of treatment. A subgroup of patients underwent ambulatory BP monitoring. RESULTS: In total, 672 patients were randomized to treatment. After 8 weeks, aliskiren 150, 300, and 600 mg significantly reduced mean sitting BP (systolic/diastolic) by 13.0/10.3, 14.7/11.1, and 15.8/12.5 mm Hg, respectively, versus 3.8/4.9 mm Hg with placebo (all p < 0.0001 for systolic and diastolic BP). The BP-lowering effect of aliskiren persisted for up to 2 weeks after treatment withdrawal. Aliskiren significantly reduced mean 24-h ambulatory BP (p < 0.0001 vs. placebo with all doses) exhibiting smooth, sustained effects and high trough-to-peak ratios. Aliskiren was well tolerated; overall adverse event rates were 40.1%, 46.7%, and 52.4% with aliskiren 150, 300, and 600 mg, respectively, and 43.0% with placebo. Few patients discontinued treatment due to adverse events. CONCLUSIONS: Aliskiren provides significant antihypertensive efficacy in patients with hypertension, with no rebound effects on blood pressure after treatment withdrawal.","2007-03-20","2024-04-17 09:05:28","2024-04-17 09:05:28","","1157-1163","","11","49","","J Am Coll Cardiol","","","","","","","","eng","","","","","PubMed","","PMID: 17367658","","","http://www.ncbi.nlm.nih.gov/pubmed/17367658","","Humans; Male; Female; Middle Aged; Reference Values; Aged; Double-Blind Method; Follow-Up Studies; Administration, Oral; Risk Assessment; Dose-Response Relationship, Drug; Cross-Over Studies; Treatment Outcome; Drug Administration Schedule; Multivariate Analysis; Probability; Severity of Illness Index; Hypertension; Blood Pressure Determination; Amides; Maximum Tolerated Dose; Renin; Fumarates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
